"City","Location","Building","Floor","Room","Department"
"","","","","N330",""
"","","","","N331A",""
"","","","","N332",""
"","","","","N332 D",""
"","","","","N335",""
"","","","","N336",""
"","","","","N339",""
"","","","","N340 C",""
"","","","","N341 C adjacent",""
"","","","","N343 D",""
"","","","","N346",""
"","","","","N346 D adjacent",""
"","","","","N347 D",""
"","","","","N348 adjacent",""
"","","","","N348 D adjacent",""
"","","","","N349",""
"","","","","N349 - Medication Room",""
"","","","","N3736",""
"","","","","N3752",""
"","","","","N403 C",""
"","","","","N406",""
"","","","","N407",""
"","","","","N407 C",""
"","","","","N409",""
"","","","","N409 C",""
"","","","","N411",""
"","","","","N417",""
"","","","","N431",""
"","","","","N431 C",""
"","","","","N432",""
"","","","","N432 C",""
"","","","","N443",""
"","","","","N452",""
"","","","","N454",""
"","","","","N456 D",""
"","","","","N457",""
"","","","","N462",""
"","","","","N475F D",""
"","","","","N475F nursing station",""
"","","","","N4C Hallway",""
"","","","","N4C nursing station",""
"","","","","N4C NURSING STATION",""
"","","","","N4C Nursing Station",""
"","","","","N4C Nursing Station CCM",""
"","","","","N4D Hallway",""
"","","","","N4D nursing station",""
"","","","","N4D Nursing Station",""
"","","","","N4D Nursing Station CCM",""
"","","","","N510",""
"","","","","N510D",""
"","","","","N512D",""
"","","","","N513",""
"","","","","N514",""
"","","","","N515",""
"","","","","N515D",""
"","","","","N517D",""
"","","","","N518",""
"","","","","N518D",""
"","","","","N519",""
"","","","","N519D",""
"","","","","N532C",""
"","","","","N533C",""
"","","","","N535",""
"","","","","N535C",""
"","","","","N542",""
"","","","","N545",""
"","","","","N551",""
"","","","","N554",""
"","","","","N556",""
"","","","","N5C hallway",""
"","","","","N626",""
"","","","","N626C",""
"","","","","N633",""
"","","","","N633C",""
"","","","","N634",""
"","","","","N634C",""
"","","","","N638D",""
"","","","","N639D",""
"","","","","N640D",""
"","","","","N641D",""
"","","","","N647 Conference",""
"","","","","N647D",""
"","","","","N6C Hallway",""
"","","","","N6C Nursing Station",""
"","","","","N6C Nursing Station CCM",""
"","","","","N6D Hallway",""
"","","","","N6D Nursing Station",""
"","","","","N6D Nursing Station CCM",""
"","","","","N701",""
"","","","","N701 C",""
"","","","","N701C",""
"","","","","N702 C",""
"","","","","N703 C",""
"","","","","N705 C",""
"","","","","N706 C",""
"","","","","N708 D",""
"","","","","N710",""
"","","","","N711",""
"","","","","N712",""
"","","","","N721",""
"","","","","N725",""
"","","","","N725C",""
"","","","","N726",""
"","","","","N729",""
"","","","","N729 C",""
"","","","","N734",""
"","","","","N734D",""
"","","","","N736",""
"","","","","N736 D",""
"","","","","N736 D Primary User: Shannon Boon",""
"","","","","N736D",""
"","","","","N738",""
"","","","","N740",""
"","","","","N741",""
"","","","","N747",""
"","","","","N747 adj",""
"","","","","N747D",""
"","","","","N753D",""
"","","","","N7C Nursing Station",""
"","","","","N7D Hallway",""
"","","","","N7D hallway",""
"","","","","N7D Nursing Station",""
"","","","","NA",""
"","","","","New YSTAR offices",""
"","","","","NH285A",""
"","","","","NICU Hallway",""
"","","","","None",""
"","","","","NUA desk front entrance",""
"","","","","Nurse station",""
"","","","","Nursing station",""
"","","","","Nursing Station",""
"","","","","Nursing Station area",""
"","","","","Nursing station-5",""
"","","","","Oak Cottage",""
"","","","","Office",""
"","","","","office",""
"","","","","Office # 8",""
"","","","","office #41 at station #58",""
"","","","","office 10/station 2",""
"","","","","Office 2/Station 21",""
"","","","","office 33, station 39",""
"","","","","office 34 stn 40",""
"","","","","office 35",""
"","","","","office 36",""
"","","","","Office 36",""
"","","","","office 36; desk 3",""
"","","","","office 38",""
"","","","","office 4, station 1",""
"","","","","office 40, station 55",""
"","","","","office 50 station 39",""
"","","","","Office 6",""
"","","","","office 7 station 2",""
"","","","","office 9, station 1",""
"","","","","Office Coordinator",""
"","","","","OH&S Clinic/First Aid Room",""
"","","","","open office area",""
"","","","","Operating Room",""
"","","","","Operating Room 1",""
"","","","","OR #1",""
"","","","","OR #3",""
"","","","","OR #4",""
"","","","","OR 2",""
"","","","","OR 4",""
"","","","","OR conference",""
"","","","","Or conference room",""
"","","","","OR hallway",""
"","","","","OR Hallway",""
"","","","","OR patient holding",""
"","","","","OR Reception",""
"","","","","OR#5",""
"","","","","OR#9",""
"","","","","OR1",""
"","","","","OR10",""
"","","","","OR2",""
"","","","","OR3",""
"","","","","OR3303 Main OR Patient Holding",""
"","","","","OR3333",""
"","","","","OR3335B",""
"","","","","OR5",""
"","","","","OR6",""
"","","","","OR7",""
"","","","","OR8",""
"","","","","OR9",""
"","","","","OT/PT area",""
"","","","","other",""
"","","","","Outpatient Physiotherapy Front Desk - Splint Room",""
"","","","","PAC Scheduling",""
"","","","","PAC/Education Room",""
"","","","","PACS Office",""
"","","","","PACU",""
"","","","","PACU Area- BIOmed",""
"","","","","PACU manager",""
"","","","","PACU Nursing Station",""
"","","","","Pacu Reception",""
"","","","","PACU Reception",""
"","","","","Patient Receiving",""
"","","","","PCA 2 (Mother Babe Unit)",""
"","","","","PCA1",""
"","","","","PCA1 Hallway 3A",""
"","","","","PCA1a",""
"","","","","PCA1A",""
"","","","","PCA2",""
"","","","","PCA3  3A",""
"","","","","PCA3 3A",""
"","","","","PCA4",""
"","","","","PCA4 3A",""
"","","","","PCA5",""
"","","","","PCA5 (Mother Babe Unit)",""
"","","","","PCA6",""
"","","","","PCA6 3A",""
"","","","","PCA7 3A",""
"","","","","Peds CTU",""
"","","","","Peds Cubby",""
"","","","","Peds workstation (left)",""
"","","","","Perinatal",""
"","","","","Perinatal Hallway",""
"","","","","Pharmacy",""
"","","","","PICU",""
"","","","","POCT Room",""
"","","","","Pre Admissions Booking office",""
"","","","","Procedure Room 104.3",""
"","","","","Procedure Room 8",""
"","","","","QC corner",""
"","","","","R02",""
"","","","","R06",""
"","","","","reception",""
"","","","","Reception",""
"","","","","Reception 104.2",""
"","","","","Reception 104.3",""
"","","","","REHAB533",""
"","","","","REHAB553",""
"","","","","Rm #2 - Leader's office",""
"","","","","Rm S230",""
"","","","","Rm2 casual desk in the middle",""
"","","","","rm2833",""
"","","","","RM328",""
"","","","","RM51",""
"","","","","RM-51 station # 19",""
"","","","","RN room",""
"","","","","Room 11",""
"","","","","Room -11",""
"","","","","room 1125",""
"","","","","room 1226",""
"","","","","Room -18",""
"","","","","Room 203",""
"","","","","Room 22",""
"","","","","Room 3",""
"","","","","Room 30",""
"","","","","room 34",""
"","","","","Room 35",""
"","","","","Room 35- coordinator office",""
"","","","","Room 9 - Reception",""
"","","","","Room Number 51",""
"","","","","room: 1603",""
"","","","","s200",""
"","","","","S200",""
"","","","","S201",""
"","","","","S203",""
"","","","","S205",""
"","","","","s206",""
"","","","","S206",""
"","","","","S208 (Admin Conf Rm)",""
"","","","","S209",""
"","","","","S210",""
"","","","","S211",""
"","","","","S215",""
"","","","","S216",""
"","","","","S217",""
"","","","","S218",""
"","","","","S219",""
"","","","","S222",""
"","","","","S224",""
"","","","","S225",""
"","","","","S226",""
"","","","","S230",""
"","","","","s230 - Patient Porter Office",""
"","","","","S230B",""
"","","","","S232",""
"","","","","S-233 (HSA swing office)",""
"","","","","S236",""
"","","","","s238",""
"","","","","S238",""
"","","","","S245",""
"","","","","S246",""
"","","","","S250",""
"","","","","S254",""
"","","","","S255",""
"","","","","S257",""
"","","","","s257",""
"","","","","S257 - placeholder",""
"","","","","S257 - WFH",""
"","","","","S257 -placeholder",""
"","","","","S261",""
"","","","","s264",""
"","","","","S264",""
"","","","","S264 then S266",""
"","","","","S265",""
"","","","","S267",""
"","","","","S270",""
"","","","","S2703-2704B",""
"","","","","S272",""
"","","","","S274",""
"","","","","S274 - WFH",""
"","","","","S275",""
"","","","","S280",""
"","","","","S293A",""
"","","","","s3100A",""
"","","","","S3111",""
"","","","","S315",""
"","","","","S326 - Adjacent",""
"","","","","S329",""
"","","","","s330",""
"","","","","S331",""
"","","","","S332",""
"","","","","S335",""
"","","","","S336",""
"","","","","S338",""
"","","","","S343",""
"","","","","S344",""
"","","","","S345",""
"","","","","S346",""
"","","","","S351",""
"","","","","S352",""
"","","","","S353",""
"","","","","S353 3A",""
"","","","","S358",""
"","","","","S358 (green room)",""
"","","","","S358 Green Room",""
"","","","","S359",""
"","","","","S3600",""
"","","","","S3A Nursing station",""
"","","","","S403 adjacent",""
"","","","","S406",""
"","","","","S426",""
"","","","","S429",""
"","","","","S433",""
"","","","","S434",""
"","","","","S436",""
"","","","","S438",""
"","","","","S440",""
"","","","","S441",""
"","","","","S447",""
"","","","","S447B",""
"","","","","S450 (Pod 1 Side A)",""
"","","","","S453- PCA-4",""
"","","","","S4A across from 408",""
"","","","","S4A Hallway",""
"","","","","S4A Hallway (Near By S410)",""
"","","","","S4A Hallway (S444 Cubby/Dictation Nook)",""
"","","","","S4A Main Nursing Station #1",""
"","","","","S4A pod 2 by icemachine",""
"","","","","S4B Hallway",""
"","","","","S4B hallway",""
"","","","","S4B main nursing station",""
"","","","","S4B Main Nursing Station",""
"","","","","S4B Main nursing station",""
"","","","","S4xx",""
"","","","","S509 Mid Hall",""
"","","","","S519",""
"","","","","S526",""
"","","","","S529",""
"","","","","S533",""
"","","","","S534",""
"","","","","S536B",""
"","","","","S538",""
"","","","","S539",""
"","","","","S540",""
"","","","","S541",""
"","","","","S545",""
"","","","","S547",""
"","","","","S547 - Physician Workspace",""
"","","","","S593",""
"","","","","S5A hallway",""
"","","","","S5A Hallway",""
"","","","","S5A Nursing Station",""
"","","","","S5A Nursing Station CCM",""
"","","","","S5B hallway",""
"","","","","S5B Hallway",""
"","","","","S5B Nursing station",""
"","","","","S5B Nursing Station",""
"","","","","S6 (Hallway)",""
"","","","","S6 Hallway",""
"","","","","S6 hallway",""
"","","","","S6 Nursing Station",""
"","","","","S6 Nursing Station CCM",""
"","","","","S600C",""
"","","","","S601 adjacent",""
"","","","","S607",""
"","","","","S607A",""
"","","","","S611",""
"","","","","S623",""
"","","","","S623A",""
"","","","","S623-AB",""
"","","","","S625",""
"","","","","S626",""
"","","","","S629",""
"","","","","S633",""
"","","","","S634",""
"","","","","S635",""
"","","","","S636",""
"","","","","S639",""
"","","","","S640",""
"","","","","S641",""
"","","","","S6A (Hallway)",""
"","","","","S6A Hallway",""
"","","","","S6A Nursing Station",""
"","","","","S6B (Hallway)",""
"","","","","S6B Hallway",""
"","","","","S6B Nursing Station",""
"","","","","S6B Side Station",""
"","","","","S705 adjacent",""
"","","","","S706 adjacent",""
"","","","","S707 adjacent",""
"","","","","S708 adjacent",""
"","","","","S709 adjacent",""
"","","","","S711",""
"","","","","S713 adjacent",""
"","","","","S714 adjacent",""
"","","","","S715 adjacent",""
"","","","","S716 adjacent",""
"","","","","S723 adjacent Nurses' POD",""
"","","","","S724 Nurses' POD",""
"","","","","S726",""
"","","","","S729",""
"","","","","S734",""
"","","","","S738",""
"","","","","S740",""
"","","","","S741",""
"","","","","S742 adjacent Nurses' POD",""
"","","","","S747",""
"","","","","S747 - Conference Room",""
"","","","","S747 Conference Room",""
"","","","","S792",""
"","","","","S7A hallway",""
"","","","","S7A Hallway",""
"","","","","S7A Main Nursing Station",""
"","","","","S7A Main Nursing Station CCM",""
"","","","","S7A Nursing Station",""
"","","","","S7B",""
"","","","","S7B Hallway",""
"","","","","S7B Main Nursing Station",""
"","","","","S7B Main Nursing Station CCM",""
"","","","","S7B Nursing Station",""
"","","","","SD62 Board Office (basement)",""
"","","","","SDC",""
"","","","","SDC hallway",""
"","","","","SDC Operating Room OR 4",""
"","","","","SDC OR 2",""
"","","","","SDC OR hallway",""
"","","","","SDC -OR4-RM#2317",""
"","","","","Server room 2009",""
"","","","","Side B - g26",""
"","","","","SLP Room - Off of reception area",""
"","","","","South 5A Hallway",""
"","","","","SRAU",""
"","","","","Staff area",""
"","","","","Staff board Room  Basement",""
"","","","","Station 10",""
"","","","","Station 16- Hallway",""
"","","","","station 17",""
"","","","","Storage",""
"","","","","Storage H&W",""
"","","","","Surgical Daycare",""
"","","","","TBA",""
"","","","","tbd",""
"","","","","TBD",""
"","","","","TBD by TRP team",""
"","","","","Team Meeting Room",""
"","","","","team meeting room",""
"","","","","The Hive area",""
"","","","","The Hive Area",""
"","","","","Training room Hiscock",""
"","","","","Triage",""
"","","","","Triage Hold",""
"","","","","Triage Support",""
"","","","","UMAC clinic - N281",""
"","","","","Unit 102",""
"","","","","Unit 102 - Room 5",""
"","","","","Unit 102, Entrance 1, Room 51",""
"","","","","unknown",""
"","","","","VGH biomed",""
"","","","","VGH EDS",""
"","","","","VGH-SDC",""
"","","","","VIHA Storeroom",""
"","","","","Waiting Area",""
"","","","","WC2431 (Staff office) - (Rehab 5)",""
"","","","","WFH",""
"","","","","WFH - 1125 (Parking Office)",""
"","","","","WFH - 3600",""
"","","","","WFH - Andrea Buchan",""
"","","","","WFH - Home Office (VPN)",""
"","","","","WFH - S200",""
"","","","","WFH - S274",""
"","","","","WFH Online - 7170 Francis Road",""
"","","","","WFH -Post Anaesthetic Care Unit",""
